user_screen_name,user_id,tweet_id,text,ideology_score,vader_sentiment,SVM_sentiment,SVM_stance,sentiment,BERT_sentiment,BERT_stance,lexicoder_sentiment,stance
Jacquel53991286,id: 932422075746222082,id:1043536648028540928," @gatewaypundit Kavanaugh accuser Blasey Ford’s high school yearbooks scrubbed of info about wild sex parties, drunken blackouts, and more https://t.co/4Ua4SIIbYg",1.805605719,1.0,0,1,neutral,0,1,0.0,1.0
purrfection2015,id: 4752109760,id:1043580957624807425, @GinaGenochio @BostonBedelia @CarolynWillard7 @desiderioDC I find their attempt to blame it on someone else indicative of it happening.  Why are you so completely ready to disbelieve it given everything Judge wrote about and Kavanaugh's involvement in a group well known for this kind of behavior??,-2.084904539,1.0,0,0,neutral,0,0,1.0,0.0
Graceerskine4,id: 919624387183153152,id:1043551431188451329, @GOP @SenateMajLdr  @ChuckGrassley this is a good read. Ask yourself what does GOP need more; Kavanaugh on SCOTUS or the women’s vote? https://t.co/FQqIbbtrlG,-1.637986921,1.0,0,0,neutral,1,0,1.0,0.0
BarbaraAMckenn2,id: 899679446847950848,id:1043593596128104449, @GOP @SenatorCollins @lisamurkowski  - NO JUSTICE WITH KAVANAUGH!!!   PLEDGE ALLEGIANCE  TO THE FLAG OF THE UNITED STATES OF AMERICA!! - ONE NATION UNDER GOD. - WITH 🇺🇸🇺🇸🗽🗽 LIBERTY &amp;..........JUSTICE FOR ALL!!!!!🇺🇸🇺🇸🗽🗽🌎🌎,-1.932617583,1.0,0,0,neutral,1,0,1.0,0.0
LayneZiegler,id: 1180560613,id:1043571265964056583, @Helenhs @ChuckGrassley Montgomery County has already come out and said they are willing to look into it and open an investigation if she files a report. Would be great. And then they could subpoena FBI background checks of Kavanaugh.,-1.399729568,1.0,1,0,neutral,1,0,1.0,0.0
RWCook51,id: 822940944198578176,id:1043535515566391296, @HelenKennedy @soledadobrien “Tell me what Supreme Court nominee hasn’t invited a friend to sit behind him and flash white power gang signs during his senate confirmation.”,-1.56620285,1.0,0,0,neutral,0,0,1.0,0.0
SaneEnglish,id: 2368376456,id:1043531886923001857," @HoarseWisperer Easy to picture.  “Mr. President, there’s possible problem if you nominate Kavanaugh.”  “Fuck that, I don’t care, I know how to handle shit like that.”",-1.483912226,1.0,0,0,neutral,0,0,,0.0
apop1,id: 62422163,id:1043530591772262400," @HouseGOP Christine Ford is obviously a psych case, as many psychologists actually are, especially California ""psychologists"": https://t.co/r3p1ATTYm4",1.254467598,,0,1,neutral,0,1,,1.0
Bongo2121,id: 779852300147953664,id:1043547712644354051, @HuffPostPol Nearly 50 Yale Law faculty members call for FBI to probe allegation against Kavanaugh Why are we not hearing his on the news?  This is big!  They KNOW Kavanaugh  Instead we listen to the GOP Rosenstein distraction by anonymous source. Shame.,-1.040646512,0.0,0,0,neutral,0,0,0.0,0.0
cookiedemo,id: 597731675,id:1043552586903609344, @IngrahamAngle A Chinese spy as your driver for 20 years is an extreme lack of security and a threat to our country.....we have solid evidence of his spy status...we have nothing on Kavanaugh to support this supposed victims claims!,1.824627719,0.0,0,1,neutral,0,1,0.0,1.0
DSmithGP,id: 2842818418,id:1043616280467521536, @IngrahamAngle She along with Hannity don't bother reporting the truth anymore!   Dr. Ford's mother was paid by Fusion GPS!  https://t.co/uYig91OlbM,1.826607801,1.0,0,0,neutral,0,0,,1.0
min_veee,id: 998902338508161024,id:1043535337501396992, @IvankaTrump how do you support a rapist?  #Kavanaugh is a rapist.,0.094800842,0.0,0,0,neutral,0,0,0.0,0.0
PattiD05,id: 49200245,id:1043550329000939521, @jaketapper @amandawgolden I hoped both would testify under oath but that won't happen.  Confirm Judge Kavanaugh.,2.081467777,1.0,1,1,neutral,1,1,1.0,1.0
lynn_weiser,id: 3020455940,id:1043593172302016512, @jambie61 @ChuckGrassley You do know that Kavanaugh’s family has been receiving death threats too? Do you have any compassion for them???,1.873346597,0.0,1,1,neutral,0,1,0.0,1.0
NinaSoffer,id: 893975815,id:1043676257584652288," @JeffFlake I applaud your COURAGE, COMPASSION &amp; CHARACTER in regards to the confirmation of Poison Kavanaugh.  Please delay this train wreck until we get more info not only on the assault charge, but on his buried trail of legal opinions.",-1.758840473,1.0,0,0,neutral,1,1,0.0,0.0
LindaBouley,id: 564883292,id:1043534390708641792," @JeffFlake You have a chance to stop this tainted nomination Kavanaugh should have withdrawn, but he has no courage to do so https://t.co/mpGLFIlLE6",-1.491284555,0.0,0,0,neutral,0,1,,0.0
tonymeador,id: 5535962,id:1043536485008302081, @JeffFlake you will regret voting yes on Kavanaugh the rest of your career.  You need to be the void filler for the great John McCain.  If you do you may be the next president.,0.354342738,1.0,0,0,neutral,0,0,0.0,0.0
MR_PUNJABI,id: 15100622,id:1043679521872990208, @Jimmy4__ @GOPDarrrel It’s over guys ...Kavanaugh should just withdraw now ...there is no spine,2.145946708,0.0,0,0,neutral,0,0,,1.0
GeneThe1Machine,id: 838573635430416387,id:1043558202628026368," @johncardillo @SenFeinstein Three months ago Feinstein had possession of Christine Blasey Ford’s letter accusing Judge Kavanaugh! She had an ethical responsibility to Share Pertinent Information with Committee Chairman Sen. Charles Grassley!  ""DEM COMMUNIST PROPAGANDA"" LIE, NO EVIDENCE, SMEAR, STALL TACTIC!",1.769811147,0.0,0,1,neutral,0,1,,1.0
Williams57Cj,id: 570078138,id:1043663887021817856, @JudgeJeanine Kavanaugh's accuser will talk with conditions. He can't be in the room when she talks &amp; he goes 1st. I'm not a lawyer but I know he doesn't go 1st since she's the accuser. He has the right to face his accuser. The girls had to face Dr. Nassar. They went thru worse.,2.076208938,0.0,0,1,neutral,0,1,0.0,1.0
Cling2Reality,id: 800423072893259776,id:1043688882586439680, @KenGardner11 https://t.co/KJyF2SKUmd,-0.689691035,,0,0,neutral,1,1,,1.0
Blood362,id: 2719597309,id:1043608715218300928, @kswesq @Myhiddenmadness @GOP_Slogans @ForceOfGaia @EdWhelanEPPC @ABAesq @BreitbartNews What is the evidence? None whatsoever.  Democrats are absolutely desperate for Kavanaugh not to be confirmed they will try and say anything. Pathetic &amp; an embarrassment to America.,2.43718088,0.0,0,1,neutral,0,1,0.0,1.0
dr__Pepe__,id: 134198718,id:1043543554465955841, @KZambon @GlennThrush How has Kavanaugh shown himself to be not qualified?,1.455204085,,0,1,neutral,0,0,,1.0
rrosencrantzz,id: 1457984965,id:1043541589065326592," @latimes @latimesopinion A factless accusation does not put Kavanaugh in jeopardy. This is obviously a attempt by the Left to make the Supreme Court illegitimate, because they know they are losing control of their platform to form their agenda on the country.  Left is a sick organization.",1.223215578,0.0,0,1,neutral,0,1,0.0,1.0
Bongo2121,id: 779852300147953664,id:1043536969203105792, @Lawrence Nearly 50 Yale Law faculty members call for FBI to probe allegation against Kavanaugh Why is this not on the news?  They know Kavanaugh!,-1.040646512,,1,0,neutral,0,0,0.0,0.0
Bongo2121,id: 779852300147953664,id:1043536969203105792, @Lawrence Nearly 50 Yale Law faculty members call for FBI to probe allegation against Kavanaugh Why is this not on the news?  They know Kavanaugh!,-1.040646512,,1,0,neutral,0,0,0.0,0.0
Lyraglide,id: 764576076391743488,id:1043548160793235456," @liebschutz @jedshug But I should think a lot of GOP senators in purple states would prefer to not have to vote at all. If Kavanaugh withdraws his name, none of the senators will have to face the ire of half their base next election. There's no way they can vote without facing backlash from someone.",-1.433675567,0.0,0,1,neutral,0,0,0.0,0.0
Lyraglide,id: 764576076391743488,id:1043548160793235456," @liebschutz @jedshug But I should think a lot of GOP senators in purple states would prefer to not have to vote at all. If Kavanaugh withdraws his name, none of the senators will have to face the ire of half their base next election. There's no way they can vote without facing backlash from someone.",-1.433675567,0.0,0,1,neutral,0,0,0.0,0.0
deb_mortlock,id: 759420015351255040,id:1043528974989549568," @LindseyGrahamSC @realDonaldTrump Flynn, Manafort, Ailes, Bannon, Porter, Arpaio, Cohen, Moore, Jordan, Gorka, Scaramucci, Price, Pruitt, Jackson, Lewendowski, Shine, O'Reilly &amp; the list goes on. The prez surrounds himself with or supports men of questionable character. Add to that list Kavanaugh. Graham too?",-0.977145243,1.0,0,0,neutral,0,0,0.0,0.0
emilyzulauf,id: 408257996,id:1043551419024822272, @lisamurkowski Please don’t vote for Kavanaugh. There are so many better options for conservatives that don’t have a history of sexual assault. Women from all over the country are asking you to think of us and what this appointment will mean.,-0.562573621,1.0,0,0,neutral,1,0,,0.0
bel_conn,id: 2812622389,id:1043679710784499712," @Ma1973sk Kavanaugh Mother Is A Judge And She Foreclosed On Ford Family Home, And Kicked Their Ass To The Streets, So She Hate Him And Trump!!!",1.627038218,0.0,0,1,neutral,0,1,0.0,1.0
rrdavis459,id: 920321794933972992,id:1043534948718796800," @maddow Rachel ,it seems to me the commitee has already decided to put Kavanaugh in the highest court. I think Dr. Ford should take her story to 60 minutes so we can all hear. Why would a judge need 3 days in the war room to get his story straight? Seems very strange to me.",1.264286206,0.0,0,0,neutral,1,0,0.0,0.0
rrdavis459,id: 920321794933972992,id:1043534948718796800," @maddow Rachel ,it seems to me the commitee has already decided to put Kavanaugh in the highest court. I think Dr. Ford should take her story to 60 minutes so we can all hear. Why would a judge need 3 days in the war room to get his story straight? Seems very strange to me.",1.264286206,0.0,0,0,neutral,1,0,0.0,0.0
MrPKnut,id: 845088686769426433,id:1043534577036406790, @MadelineGalstl @XStrategiesDC @RyanAFournier I find a bipartisan group of 65 women that have known Judge Kavanaugh for 30+ years vouching for him more credible... https://t.co/3cxuqFCIjw,2.043356268,,0,1,neutral,0,1,1.0,1.0
buddycoleman568,id: 2711032092,id:1043541699027513346, @MAGA_NOW_ @McCaskill4MO @HawleyMO Confirm Kavanaugh now,1.817140236,,0,1,neutral,1,1,1.0,1.0
snowflakelady,id: 1140206870,id:1043551328344006656," @Magicscooter @realDonaldTrump @SenFeinstein I read it.  So... Feinstein just sat on it all, knowing Kavanaugh confirmation was coming out.  THEN she pulled the disgusting crap of not bringing it up until he was almost confirmed.  Pretty sick, but that is what the Democrats do.  LiE, Obstruct, Resist and total corruption!",2.061707311,0.0,0,1,neutral,0,1,0.0,1.0
amberwood1967,id: 1891950738,id:1043543064063676418," @matthewjdowd It will be interesting to hear Kavanaugh’s response when questioned about this. If prologue is prelude to the future, Kavanaugh will have no problem with lying while under oath.",-0.38795634,1.0,1,1,neutral,1,1,0.0,0.0
ConservativeV11,id: 1031017508617236480,id:1043533525553741824," @MatthewWolfff In my opinion, your words are Reckless and irresponsible. What evidence makes you believe her? What evidence makes you think Kavanaugh is a ""predator""?",1.634024247,0.0,0,1,neutral,0,1,0.0,1.0
calmecam,id: 176548558,id:1043547406883848192, @maziehirono In which the party of #PersonalResponsibility is putting their need to protect itself from the existence of video and audio of them being awful to #DrFord in their own words above getting at truth...  ...And USING a woman to do it.  Says it all.  #PartyOfCruelty #Kavanaugh,-2.11215553,1.0,0,0,neutral,0,1,1.0,0.0
StRegin,id: 793660374163730433,id:1043577114673459201, @maziehirono Stop smearing Kavanaugh with these lies,1.786749867,0.0,0,1,neutral,0,1,0.0,1.0
Bongo2121,id: 779852300147953664,id:1043537765051387904, @mitchellreports Nearly 50 Yale Law faculty members call for FBI to probe allegation against Kavanaugh Why is this not on the news?  This is big!  They know Kavanaugh,-1.040646512,,0,0,neutral,0,0,0.0,0.0
